gameId,gameDate,season,teamId_home,teamName_home,win,home_teamScore_roll10,home_fieldGoalsPercentage_roll10,home_threePointersPercentage_roll10,home_freeThrowsPercentage_roll10,home_reboundsOffensive_roll10,home_reboundsDefensive_roll10,home_assists_roll10,home_turnovers_roll10,home_steals_roll10,home_blocks_roll10,home_plusMinusPoints_roll10,home_win_roll10,teamId_away,teamName_away,away_teamScore_roll10,away_fieldGoalsPercentage_roll10,away_threePointersPercentage_roll10,away_freeThrowsPercentage_roll10,away_reboundsOffensive_roll10,away_reboundsDefensive_roll10,away_assists_roll10,away_turnovers_roll10,away_steals_roll10,away_blocks_roll10,away_plusMinusPoints_roll10,away_win_roll10,teamScore_roll10_diff,fieldGoalsPercentage_roll10_diff,threePointersPercentage_roll10_diff,freeThrowsPercentage_roll10_diff,reboundsOffensive_roll10_diff,reboundsDefensive_roll10_diff,assists_roll10_diff,turnovers_roll10_diff,steals_roll10_diff,blocks_roll10_diff,plusMinusPoints_roll10_diff,win_roll10_diff
21000031,2010-10-30,2010,1610612737,Hawks,1,111.5,0.5195000000000001,0.4265,0.855,9.5,35.5,22.0,17.5,5.0,8.5,9.0,1.0,1610612764,Wizards,83.0,0.372,0.211,0.7,3.0,22.0,17.0,13.0,10.0,3.0,-29.0,0.0,28.5,0.14750000000000008,0.2155,0.15500000000000003,6.5,13.5,5.0,4.5,-5.0,5.5,38.0,1.0
21000054,2010-11-03,2010,1610612737,Hawks,1,105.5,0.47475,0.3525,0.81925,11.5,32.5,22.25,14.75,5.25,7.0,8.5,1.0,1610612765,Pistons,94.75,0.436,0.397,0.6797500000000001,12.0,28.5,16.0,14.75,4.5,4.75,-9.25,0.0,10.75,0.03875000000000001,-0.04450000000000004,0.13949999999999996,-0.5,4.0,6.25,0.0,0.75,2.25,17.75,1.0
21000090,2010-11-07,2010,1610612737,Hawks,0,104.83333333333333,0.4965,0.3076666666666667,0.8184999999999999,9.5,32.833333333333336,23.5,14.666666666666666,4.833333333333333,6.5,8.833333333333334,1.0,1610612756,Suns,108.2,0.4588,0.403,0.7468,13.6,28.8,19.8,17.0,8.0,4.8,-0.6,0.4,-3.3666666666666742,0.03770000000000001,-0.09533333333333333,0.07169999999999987,-4.1,4.033333333333335,3.6999999999999993,-2.333333333333334,-3.166666666666667,1.7000000000000002,9.433333333333334,0.6
21000108,2010-11-10,2010,1610612737,Hawks,0,104.0,0.499375,0.30725,0.812125,9.875,32.625,23.5,14.875,5.125,5.75,5.625,0.75,1610612749,Bucks,91.75,0.414375,0.31825000000000003,0.74925,10.875,31.375,16.875,15.375,6.125,3.0,0.375,0.375,12.25,0.08500000000000002,-0.01100000000000001,0.06287500000000001,-1.0,1.25,6.625,-0.5,-1.0,2.75,5.25,0.375
21000121,2010-11-12,2010,1610612737,Hawks,0,102.55555555555556,0.4986666666666667,0.3158888888888889,0.7959999999999999,9.555555555555555,31.77777777777778,23.555555555555557,15.11111111111111,4.888888888888889,5.444444444444445,3.111111111111111,0.6666666666666666,1610612762,Jazz,104.25,0.462625,0.35762499999999997,0.7929999999999999,10.375,31.375,24.375,16.0,7.25,4.75,0.875,0.625,-1.6944444444444429,0.036041666666666694,-0.041736111111111085,0.0030000000000000027,-0.8194444444444446,0.40277777777777857,-0.8194444444444429,-0.8888888888888893,-2.3611111111111107,0.6944444444444446,2.236111111111111,0.04166666666666663
21000139,2010-11-14,2010,1610612737,Hawks,1,100.9,0.4981,0.3106,0.7687999999999999,9.7,31.6,23.5,15.2,4.9,5.4,2.4,0.6,1610612750,Timberwolves,98.5,0.3984,0.3465,0.7602,16.6,32.6,17.0,18.3,7.7,5.4,-10.7,0.3,2.4000000000000057,0.09970000000000001,-0.03589999999999999,0.008599999999999941,-6.900000000000002,-1.0,6.5,-3.1000000000000014,-2.8,0.0,13.1,0.3
21000184,2010-11-20,2010,1610612737,Hawks,0,99.9,0.4892,0.32410000000000005,0.772,9.8,29.5,23.9,14.3,5.5,5.2,2.2,0.6,1610612742,Mavericks,95.6,0.47350000000000003,0.3584,0.7413,9.1,32.7,22.0,14.6,6.4,5.4,2.9,0.6,4.300000000000011,0.015699999999999992,-0.03429999999999994,0.03070000000000006,0.7000000000000011,-3.200000000000003,1.8999999999999986,-0.29999999999999893,-0.9000000000000004,-0.20000000000000018,-0.6999999999999997,0.0
21000195,2010-11-22,2010,1610612737,Hawks,0,99.3,0.4953,0.3258,0.7653000000000001,9.2,29.5,24.8,13.9,5.9,5.3,1.3,0.5,1610612738,Celtics,103.0,0.5134000000000001,0.4201,0.7764,7.7,28.9,25.5,13.6,8.7,3.5,7.4,0.7,-3.700000000000003,-0.01810000000000006,-0.0943,-0.011099999999999888,1.4999999999999991,0.6000000000000014,-0.6999999999999993,0.3000000000000007,-2.799999999999999,1.7999999999999998,-6.1000000000000005,-0.19999999999999996
21000220,2010-11-25,2010,1610612737,Hawks,1,97.6,0.47830000000000006,0.3725,0.772,9.6,28.8,24.4,14.3,5.7,4.7,-3.7,0.3,1610612764,Wizards,97.9,0.4514,0.34900000000000003,0.726,13.7,28.2,22.3,17.2,8.4,6.5,-5.0,0.4,-0.30000000000001137,0.026900000000000035,0.023499999999999965,0.04600000000000004,-4.1,0.6000000000000014,2.099999999999998,-2.8999999999999986,-2.7,-1.7999999999999998,1.2999999999999998,-0.10000000000000003
21000261,2010-12-01,2010,1610612737,Hawks,1,97.1,0.4607,0.4109,0.7738,10.0,29.2,23.9,12.8,5.8,4.5,0.8,0.5,1610612763,Grizzlies,96.0,0.4699,0.3296,0.707,10.2,28.8,19.2,13.9,7.0,5.7,-1.8,0.4,1.0999999999999943,-0.009199999999999986,0.08129999999999998,0.06680000000000008,-0.1999999999999993,0.3999999999999986,4.699999999999999,-1.0999999999999996,-1.2000000000000002,-1.2000000000000002,2.6,0.09999999999999998
